"sku","product_name","description","mfg_part_no","manufacturer","category","base_price","retail_price","quantity","status"
"XLS-8-0004","RAM CT16G4SFRA32A","CT16G4SFRA32A","CT16G4SFRA32A","Crucial","Memory & Storage Upgrades","","","0","active"
"XLS-8-0005","SSD MZ-77E1T0B/AM","MZ-77E1T0B/AM","MZ-77E1T0B/AM","Samsung","Memory & Storage Upgrades","","","0","active"
"XLS-8-0006","SSD MZ-V8P1T0B/AM","MZ-V8P1T0B/AM","MZ-V8P1T0B/AM","Samsung","Memory & Storage Upgrades","","","0","active"
"XLS-8-0007","SSD WDS200T3X0E","WDS200T3X0E","WDS200T3X0E","WD","Memory & Storage Upgrades","","","0","active"
"XLS-8-0008","HDD ST4000VN006","ST4000VN006","ST4000VN006","Seagate","Memory & Storage Upgrades","","","0","active"
"XLS-8-0009","USB DTXM/64GB","DTXM/64GB","DTXM/64GB","Kingston","Memory & Storage Upgrades","","","0","active"
"XLS-8-0010","Ext. Drive WDBAGF0040HBK-NESN","WDBAGF0040HBK-NESN","WDBAGF0040HBK-NESN","WD","Memory & Storage Upgrades","","","0","active"
"XLS-13-0001","HDMI AV10091bt2M-BLK","AV10091bt2M-BLK","AV10091bt2M-BLK","Belkin","Cables & Adapters","","","0","active"
"XLS-13-0002","DisplayPort DP14MM3M","DP14MM3M","DP14MM3M","StarTech","Cables & Adapters","","","0","active"
"XLS-13-0003","USB-C to HDMI CDP2HDMM2MH","CDP2HDMM2MH","CDP2HDMM2MH","StarTech","Cables & Adapters","","","0","active"
"XLS-13-0004","USB-C U420-C06-5A3","U420-C06-5A3","U420-C06-5A3","Tripp Lite","Cables & Adapters","","","0","active"
"XLS-13-0005","Cat6 Patch 27150","27150","27150","C2G","Cables & Adapters","","","0","active"
"XLS-13-0006","Cat6A Patch 6ASPAT7GRS","6ASPAT7GRS","6ASPAT7GRS","StarTech","Cables & Adapters","","","0","active"
"XLS-13-0007","USB-A to USB-C CAB001bt2M-BLK","CAB001bt2M-BLK","CAB001bt2M-BLK","Belkin","Cables & Adapters","","","0","active"
"XLS-13-0008","Thunderbolt 4 44258","44258","44258","Monoprice","Cables & Adapters","","","0","active"
"XLS-6-0001","PowerEdge PowerEdge R250 / 210-BBOP","PowerEdge R250 / 210-BBOP","PowerEdge R250 / 210-BBOP","Dell","Servers & Storage","3yr ProSupport","3yr ProSupport","0","active"
"XLS-6-0002","PowerEdge PowerEdge R350 / 210-BBOU","PowerEdge R350 / 210-BBOU","PowerEdge R350 / 210-BBOU","Dell","Servers & Storage","3yr ProSupport","3yr ProSupport","0","active"
"XLS-6-0003","PowerEdge PowerEdge R650 / 210-AZKL","PowerEdge R650 / 210-AZKL","PowerEdge R650 / 210-AZKL","Dell","Servers & Storage","3yr ProSupport","3yr ProSupport","0","active"
"XLS-6-0004","ProLiant DL20 Gen10 Plus / P44112-B21","DL20 Gen10 Plus / P44112-B21","DL20 Gen10 Plus / P44112-B21","HPE","Servers & Storage","3yr NBD","3yr NBD","0","active"
"XLS-6-0005","ProLiant DL360 Gen10 Plus / P55241-B21","DL360 Gen10 Plus / P55241-B21","DL360 Gen10 Plus / P55241-B21","HPE","Servers & Storage","3yr NBD","3yr NBD","0","active"
"XLS-6-0006","ThinkSystem SR250 V2 / 7D7QA02WNA","SR250 V2 / 7D7QA02WNA","SR250 V2 / 7D7QA02WNA","Lenovo","Servers & Storage","3yr Onsite","3yr Onsite","0","active"
"XLS-6-0007","NAS System.Xml.XmlElement","System.Xml.XmlElement","System.Xml.XmlElement","Synology","Servers & Storage","3yr","3yr","0","active"
"XLS-6-0008","NAS System.Xml.XmlElement","System.Xml.XmlElement","System.Xml.XmlElement","Synology","Servers & Storage","3yr","3yr","0","active"
"XLS-4-0001","UltraSharp U2422H / DELL-U2422H","U2422H / DELL-U2422H","U2422H / DELL-U2422H","Dell","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0002","UltraSharp U2722D / DELL-U2722D","U2722D / DELL-U2722D","U2722D / DELL-U2722D","Dell","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0003","UltraSharp U3423WE / DELL-U3423WE","U3423WE / DELL-U3423WE","U3423WE / DELL-U3423WE","Dell","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0004","E-Series E24 G5 / 1C4Z2AA","E24 G5 / 1C4Z2AA","E24 G5 / 1C4Z2AA","HP","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0005","E-Series E27 G5 / 1C4Z7AA","E27 G5 / 1C4Z7AA","E27 G5 / 1C4Z7AA","HP","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0006","Business 27BQ75QB-B","27BQ75QB-B","27BQ75QB-B","LG","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0007","Business S27A600NWN","S27A600NWN","S27A600NWN","Samsung","Monitors & Displays","3yr","3yr","0","active"
"XLS-4-0008","UltraSharp U2724D / DELL-U2724D","U2724D / DELL-U2724D","U2724D / DELL-U2724D","Dell","Monitors & Displays","3yr","3yr","0","active"
"XLS-2-0001","Latitude Latitude 5540 / 210-BFCL","Latitude 5540 / 210-BFCL","Latitude 5540 / 210-BFCL","Dell","Laptops & Notebooks","USB-C x2, USB-A x2, HDMI","USB-C x2, USB-A x2, HDMI","0","active"
"XLS-2-0002","Latitude Latitude 5540 / 210-BFCM","Latitude 5540 / 210-BFCM","Latitude 5540 / 210-BFCM","Dell","Laptops & Notebooks","USB-C x2, USB-A x2, HDMI","USB-C x2, USB-A x2, HDMI","0","active"
"XLS-2-0003","Latitude Latitude 7440 / 210-BFHZ","Latitude 7440 / 210-BFHZ","Latitude 7440 / 210-BFHZ","Dell","Laptops & Notebooks","Thunderbolt 4 x2","Thunderbolt 4 x2","0","active"
"XLS-2-0004","EliteBook EliteBook 840 G10 / 81A14UT","EliteBook 840 G10 / 81A14UT","EliteBook 840 G10 / 81A14UT","HP","Laptops & Notebooks","USB-C x2, USB-A x2","USB-C x2, USB-A x2","0","active"
"XLS-2-0005","EliteBook EliteBook 840 G10 / 819Y9UT","EliteBook 840 G10 / 819Y9UT","EliteBook 840 G10 / 819Y9UT","HP","Laptops & Notebooks","USB-C x2, USB-A x2","USB-C x2, USB-A x2","0","active"
"XLS-2-0006","EliteBook EliteBook 860 G10 / 81A20UT","EliteBook 860 G10 / 81A20UT","EliteBook 860 G10 / 81A20UT","HP","Laptops & Notebooks","Thunderbolt 4 x2","Thunderbolt 4 x2","0","active"
"XLS-2-0007","ThinkPad ThinkPad E14 Gen 5 / 21JK0001US","ThinkPad E14 Gen 5 / 21JK0001US","ThinkPad E14 Gen 5 / 21JK0001US","Lenovo","Laptops & Notebooks","USB-C x2, USB-A x2","USB-C x2, USB-A x2","0","active"
"XLS-2-0008","ThinkPad ThinkPad L14 Gen 4 / 21H1001BUS","ThinkPad L14 Gen 4 / 21H1001BUS","ThinkPad L14 Gen 4 / 21H1001BUS","Lenovo","Laptops & Notebooks","USB-C x2, USB-A x2, HDMI","USB-C x2, USB-A x2, HDMI","0","active"
"XLS-2-0009","ThinkPad ThinkPad X1 Carbon Gen 11 / 21HM006JUS","ThinkPad X1 Carbon Gen 11 / 21HM006JUS","ThinkPad X1 Carbon Gen 11 / 21HM006JUS","Lenovo","Laptops & Notebooks","Thunderbolt 4 x2","Thunderbolt 4 x2","0","active"
"XLS-2-0010","MacBook Pro MacBook Pro 14"" / MXK43LL/A","MacBook Pro 14"" / MXK43LL/A","MacBook Pro 14"" / MXK43LL/A","Apple","Laptops & Notebooks","Thunderbolt 4 x3, HDMI","Thunderbolt 4 x3, HDMI","0","active"
"XLS-2-0011","MacBook Air MacBook Air 13"" / MXCR3LL/A","MacBook Air 13"" / MXCR3LL/A","MacBook Air 13"" / MXCR3LL/A","Apple","Laptops & Notebooks","Thunderbolt 4 x2, USB-A","Thunderbolt 4 x2, USB-A","0","active"
"XLS-2-0012","Precision Precision 3581 / 210-BFDO","Precision 3581 / 210-BFDO","Precision 3581 / 210-BFDO","Dell","Laptops & Notebooks","Thunderbolt 4, HDMI","Thunderbolt 4, HDMI","0","active"
"XLS-11-0001","UPS BX1500M","BX1500M","BX1500M","APC","Power & UPS","$180–$220","$180–$220","0","active"
"XLS-11-0002","UPS SMT1500RM2UC","SMT1500RM2UC","SMT1500RM2UC","APC","Power & UPS","$550–$700","$550–$700","0","active"
"XLS-11-0003","UPS SMX3000RMHV2U","SMX3000RMHV2U","SMX3000RMHV2U","APC","Power & UPS","$1,200–$1,500","$1,200–$1,500","0","active"
"XLS-11-0004","UPS CP1500PFCLCD","CP1500PFCLCD","CP1500PFCLCD","CyberPower","Power & UPS","$180–$220","$180–$220","0","active"
"XLS-11-0005","UPS OL2200RTXL2U","OL2200RTXL2U","OL2200RTXL2U","CyberPower","Power & UPS","$800–$1,000","$800–$1,000","0","active"
"XLS-11-0006","UPS 5P1500R","5P1500R","5P1500R","Eaton","Power & UPS","$450–$600","$450–$600","0","active"
"XLS-11-0007","PDU PDUMH20","PDUMH20","PDUMH20","Tripp Lite","Power & UPS","$100–$130","$100–$130","0","active"
"XLS-12-0001","Camera Studio E70 / 7230-87160-001","Studio E70 / 7230-87160-001","Studio E70 / 7230-87160-001","Poly","Video Conferencing","","","0","active"
"XLS-12-0002","Video Bar Rally Bar Mini / 960-001339","Rally Bar Mini / 960-001339","Rally Bar Mini / 960-001339","Logitech","Video Conferencing","","","0","active"
"XLS-12-0003","Video Bar Rally Bar / 960-001308","Rally Bar / 960-001308","Rally Bar / 960-001308","Logitech","Video Conferencing","","","0","active"
"XLS-12-0004","Video Bar MeetingBar A20 / MeetingBar-A20","MeetingBar A20 / MeetingBar-A20","MeetingBar A20 / MeetingBar-A20","Yealink","Video Conferencing","","","0","active"
"XLS-12-0005","Speakerphone PanaCast 50 + Speak2 75","PanaCast 50 + Speak2 75","PanaCast 50 + Speak2 75","Jabra","Video Conferencing","","","0","active"
"XLS-12-0006","Speakerphone Speak2 55 UC / 7700-309","Speak2 55 UC / 7700-309","Speak2 55 UC / 7700-309","Jabra","Video Conferencing","","","0","active"
"XLS-12-0007","Codec Room Kit Mini / CS-KITMINII-K9","Room Kit Mini / CS-KITMINII-K9","Room Kit Mini / CS-KITMINII-K9","Cisco","Video Conferencing","","","0","active"
"XLS-15-0001","iPad iPad 10th Gen Wi-Fi / MPQA3LL/A","iPad 10th Gen Wi-Fi / MPQA3LL/A","iPad 10th Gen Wi-Fi / MPQA3LL/A","Apple","Mobile & Tablets","1yr","1yr","0","active"
"XLS-15-0002","iPad iPad Pro 11"" M4 / MXDG3LL/A","iPad Pro 11"" M4 / MXDG3LL/A","iPad Pro 11"" M4 / MXDG3LL/A","Apple","Mobile & Tablets","1yr","1yr","0","active"
"XLS-15-0003","Galaxy Tab Galaxy Tab S9 FE / SM-X510NZAAXAR","Galaxy Tab S9 FE / SM-X510NZAAXAR","Galaxy Tab S9 FE / SM-X510NZAAXAR","Samsung","Mobile & Tablets","1yr","1yr","0","active"
"XLS-15-0004","Galaxy Tab Galaxy Tab Active5 / SM-X306BZAAXAR","Galaxy Tab Active5 / SM-X306BZAAXAR","Galaxy Tab Active5 / SM-X306BZAAXAR","Samsung","Mobile & Tablets","1yr","1yr","0","active"
"XLS-15-0005","Rugged Tablet ET45 / ET45BA-101B1B0A0NA","ET45 / ET45BA-101B1B0A0NA","ET45 / ET45BA-101B1B0A0NA","Zebra","Mobile & Tablets","3yr","3yr","0","active"
"XLS-15-0006","Toughbook FZ-G2 / FZ-G2AZ001VM","FZ-G2 / FZ-G2AZ001VM","FZ-G2 / FZ-G2AZ001VM","Panasonic","Mobile & Tablets","3yr","3yr","0","active"
"XLS-15-0007","Tab Tab M10 Plus Gen 3 / ZAAN0183US","Tab M10 Plus Gen 3 / ZAAN0183US","Tab M10 Plus Gen 3 / ZAAN0183US","Lenovo","Mobile & Tablets","1yr","1yr","0","active"
"XLS-10-0001","Keyboard MX Keys for Business / 920-010903","MX Keys for Business / 920-010903","MX Keys for Business / 920-010903","Logitech","Peripherals","","","0","active"
"XLS-10-0002","Keyboard K120 / 920-002478","K120 / 920-002478","K120 / 920-002478","Logitech","Peripherals","","","0","active"
"XLS-10-0003","Mouse MX Master 3S for Business / 910-006582","MX Master 3S for Business / 910-006582","MX Master 3S for Business / 910-006582","Logitech","Peripherals","","","0","active"
"XLS-10-0004","Mouse M100 / 910-006652","M100 / 910-006652","M100 / 910-006652","Logitech","Peripherals","","","0","active"
"XLS-10-0005","Webcam C920s HD Pro / 960-001257","C920s HD Pro / 960-001257","C920s HD Pro / 960-001257","Logitech","Peripherals","","","0","active"
"XLS-10-0006","Keyboard Wired Desktop 600 / ANB-00001","Wired Desktop 600 / ANB-00001","Wired Desktop 600 / ANB-00001","Microsoft","Peripherals","","","0","active"
"XLS-10-0007","Headset Evolve2 40 SE / 26699-989-899","Evolve2 40 SE / 26699-989-899","Evolve2 40 SE / 26699-989-899","Jabra","Peripherals","","","0","active"
"XLS-10-0008","Headset Evolve2 75 / 27599-999-999","Evolve2 75 / 27599-999-999","Evolve2 75 / 27599-999-999","Jabra","Peripherals","","","0","active"
"XLS-10-0009","Headset Voyager Focus 2 UC / 85Z99AA","Voyager Focus 2 UC / 85Z99AA","Voyager Focus 2 UC / 85Z99AA","Poly","Peripherals","","","0","active"
"XLS-10-0010","Ergonomic Pro Fit Ergo Full-Size Wireless / K75401US","Pro Fit Ergo Full-Size Wireless / K75401US","Pro Fit Ergo Full-Size Wireless / K75401US","Kensington","Peripherals","","","0","active"
"XLS-14-0001","Lock K64431WW ClickSafe 2.0","K64431WW ClickSafe 2.0","K64431WW ClickSafe 2.0","Kensington","Security Hardware","","","0","active"
"XLS-14-0002","Lock K68100AM MiniSaver","K68100AM MiniSaver","K68100AM MiniSaver","Kensington","Security Hardware","","","0","active"
"XLS-14-0003","Security Key 5 NFC / 5060408461426","5 NFC / 5060408461426","5 NFC / 5060408461426","YubiKey","Security Hardware","","","0","active"
"XLS-14-0004","Security Key 5C NFC / 5060408461440","5C NFC / 5060408461440","5C NFC / 5060408461440","YubiKey","Security Hardware","","","0","active"
"XLS-14-0005","Smart Card Reader OMNIKEY 3121 / R31210315-1","OMNIKEY 3121 / R31210315-1","OMNIKEY 3121 / R31210315-1","HID","Security Hardware","","","0","active"
"XLS-14-0006","Badge Reader multiCLASS SE RP40 / 900NTNNEK20000","multiCLASS SE RP40 / 900NTNNEK20000","multiCLASS SE RP40 / 900NTNNEK20000","HID","Security Hardware","","","0","active"
"XLS-14-0007","Smart Card Reader SCR3310v2.0 / 905430-1","SCR3310v2.0 / 905430-1","SCR3310v2.0 / 905430-1","Identiv","Security Hardware","","","0","active"
"XLS-3-0001","OptiPlex OptiPlex 3000 SFF / 210-BDYD","OptiPlex 3000 SFF / 210-BDYD","OptiPlex 3000 SFF / 210-BDYD","Dell","Desktops & Workstations","USB-A x6, DP, HDMI","USB-A x6, DP, HDMI","0","active"
"XLS-3-0002","OptiPlex OptiPlex 5000 SFF / 210-BDYH","OptiPlex 5000 SFF / 210-BDYH","OptiPlex 5000 SFF / 210-BDYH","Dell","Desktops & Workstations","USB-A x8, DP x2","USB-A x8, DP x2","0","active"
"XLS-3-0003","OptiPlex OptiPlex 7000 Tower / 210-BDYP","OptiPlex 7000 Tower / 210-BDYP","OptiPlex 7000 Tower / 210-BDYP","Dell","Desktops & Workstations","USB-A x8, DP x2, HDMI","USB-A x8, DP x2, HDMI","0","active"
"XLS-3-0004","EliteDesk EliteDesk 800 G9 SFF / 6B2N3UT","EliteDesk 800 G9 SFF / 6B2N3UT","EliteDesk 800 G9 SFF / 6B2N3UT","HP","Desktops & Workstations","USB-A x6, DP x2","USB-A x6, DP x2","0","active"
"XLS-3-0005","EliteDesk EliteDesk 800 G9 Tower / 6B2P0UT","EliteDesk 800 G9 Tower / 6B2P0UT","EliteDesk 800 G9 Tower / 6B2P0UT","HP","Desktops & Workstations","USB-A x8, DP x2","USB-A x8, DP x2","0","active"
"XLS-3-0006","ThinkCentre ThinkCentre M70s Gen 3 / 11T8001VUS","ThinkCentre M70s Gen 3 / 11T8001VUS","ThinkCentre M70s Gen 3 / 11T8001VUS","Lenovo","Desktops & Workstations","USB-A x8, DP, HDMI","USB-A x8, DP, HDMI","0","active"
"XLS-3-0007","ThinkCentre ThinkCentre M80t Gen 3 / 11TA001MUS","ThinkCentre M80t Gen 3 / 11TA001MUS","ThinkCentre M80t Gen 3 / 11TA001MUS","Lenovo","Desktops & Workstations","USB-A x8, DP x2, HDMI","USB-A x8, DP x2, HDMI","0","active"
"XLS-3-0008","Mac Mini Mac Mini / MMFK3LL/A","Mac Mini / MMFK3LL/A","Mac Mini / MMFK3LL/A","Apple","Desktops & Workstations","Thunderbolt 4 x3, USB-A x2, HDMI","Thunderbolt 4 x3, USB-A x2, HDMI","0","active"
"XLS-3-0009","Precision Precision 3660 Tower / 210-BCUH","Precision 3660 Tower / 210-BCUH","Precision 3660 Tower / 210-BCUH","Dell","Desktops & Workstations","Thunderbolt 4, USB-A x8","Thunderbolt 4, USB-A x8","0","active"
"XLS-3-0010","Z2 Tower Z2 Tower G9 / 7D1P7UT","Z2 Tower G9 / 7D1P7UT","Z2 Tower G9 / 7D1P7UT","HP","Desktops & Workstations","USB-A x10, Thunderbolt 4","USB-A x10, Thunderbolt 4","0","active"
