sku,mfg_part_no,product_name,brand,category,base_price
8001450,USB-C,Kensington SD4800P USB-C,Kensington,Docking,149.0
8001457,USB-C,StarTech DK30CHPDPPD USB-C,StarTech,Docking,179.0
8088272,USB-C,Lenovo Hybrid USB-C/USB-A v2,Lenovo,Docking,199.0
8001471,USB-C,HP USB-C Dock G5 Essential,HP,Docking,179.0
8001478,USB-C,CalDigit USB-C Pro Dock,CalDigit,Docking,149.0
8007504,TB3,Anker PowerExpand Elite 13-in-1,Anker,Docking,169.0
8001492,USB-C,Plugable USB-C HDMI Dock,Plugable,Docking,79.0
8001499,USB-C,OWC USB-C Travel Dock E v2,OWC,Docking,79.0
8001506,USB-C,Satechi Pro Hub Max,Satechi,Docking,99.0
8001513,USB-C,Belkin USB-C 7-in-1 Hub,Belkin,Docking,69.0
8001520,USB-C,StarTech USB-C Triple Display,StarTech,Docking,149.0
8007546,TB3,Kensington SD5600T Thunderbolt 3,Kensington,Docking,299.0
8001534,USB-C,Targus USB-C Universal DV4K,Targus,Docking,169.0
8001541,USB-C,Lenovo USB-C to 4K Dual-HDMI,Lenovo,Docking,59.0
8001548,USB-C,HP USB-C Mini Dock,HP,Docking,79.0
8001555,USB-C,Dell WD15 USB-C Dock (prev),Dell,Docking,149.0
8001562,USB-C,Kensington SD2480T 3-in-1,Kensington,Docking,59.0
8001569,USB-C,Plugable UD-CA1A USB-C Dock,Plugable,Docking,119.0
8001576,USB-C,Dell WD19S 130W,Dell,Docking,219.0
8007602,TB3,Dell WD19TBS Thunderbolt,Dell,Docking,299.0
8086079,TB4,Dell WD22TB4 Thunderbolt 4,Dell,Docking,379.0
8088405,USB-C,Dell D6000S Universal,Dell,Docking,249.0
